Return_ID,Order_ID,Return_Reason,Refund_Amount,Return_Status
RET-13788,ORD-528690,Wrong Item,3385.3,Pending
RET-13789,ORD-528716,Wrong Item,13456.5,Approved
RET-13790,ORD-528720,Size Issue,76788.43,Approved
RET-13791,ORD-528732,Customer Dissatisfaction,7762.96,Approved
RET-13792,ORD-528745,Late Delivery,10541.49,Approved
RET-13793,ORD-528746,Customer Dissatisfaction,23238.91,Pending
RET-13794,ORD-528757,Defective Product,0.0,Rejected
RET-13795,ORD-528759,Wrong Item,54533.99,Approved
RET-13796,ORD-528768,Wrong Item,155028.19,Approved
RET-13797,ORD-528770,Defective Product,4285.17,Approved
RET-13798,ORD-528779,Defective Product,13189.14,Approved
RET-13799,ORD-528782,Wrong Item,154231.62,Approved
RET-13800,ORD-528785,Wrong Item,37156.19,Approved
RET-13801,ORD-528795,Wrong Item,99049.74,Approved
RET-13802,ORD-528799,Size Issue,22235.99,Approved
RET-13803,ORD-528828,Size Issue,24645.2,Approved
RET-13804,ORD-528855,Customer Dissatisfaction,76866.29,Approved
RET-13805,ORD-528857,Wrong Item,24212.91,Approved
RET-13806,ORD-528858,Damaged in Transit,5331.35,Pending
RET-13807,ORD-528860,Customer Dissatisfaction,9909.23,Approved
RET-13808,ORD-528895,Customer Dissatisfaction,1638.97,Approved
RET-13809,ORD-528897,Defective Product,49034.56,Approved
RET-13810,ORD-528898,Late Delivery,735.14,Approved
RET-13811,ORD-528899,Customer Dissatisfaction,1107.12,Pending
RET-13812,ORD-528905,Customer Dissatisfaction,13281.23,Approved
RET-13813,ORD-528910,Defective Product,55865.17,Approved
RET-13814,ORD-528920,Size Issue,59220.66,Approved
RET-13815,ORD-528922,Wrong Item,557.96,Approved
RET-13816,ORD-528937,Late Delivery,9230.44,Approved
RET-13817,ORD-528945,Damaged in Transit,4131.89,Approved
RET-13818,ORD-528947,Size Issue,1531.56,Approved
RET-13819,ORD-528949,Late Delivery,2798.38,Approved
RET-13820,ORD-528952,Wrong Item,37233.47,Approved
RET-13821,ORD-528958,Size Issue,2757.88,Approved
RET-13822,ORD-528965,Customer Dissatisfaction,125448.28,Approved
RET-13823,ORD-528966,Late Delivery,62069.18,Approved
RET-13824,ORD-528975,Wrong Item,72213.47,Approved
RET-13825,ORD-528978,Damaged in Transit,5968.03,Approved
RET-13826,ORD-528982,Late Delivery,0.0,Rejected
RET-13827,ORD-528984,Late Delivery,3825.46,Pending
RET-13828,ORD-529004,Customer Dissatisfaction,0.0,Rejected
RET-13829,ORD-529005,Size Issue,0.0,Rejected
RET-13830,ORD-529018,Size Issue,0.0,Rejected
RET-13831,ORD-529038,Damaged in Transit,12324.39,Pending
RET-13832,ORD-529039,,29289.73,Approved
RET-13833,ORD-529049,Customer Dissatisfaction,95973.94,Approved
RET-13834,ORD-529058,Wrong Item,0.0,Rejected
RET-13835,ORD-529070,Defective Product,39125.64,Approved
RET-13836,ORD-529076,Size Issue,0.0,Rejected
RET-13837,ORD-529081,Defective Product,0.0,Rejected
RET-13838,ORD-529089,Late Delivery,2468.45,Approved
RET-13839,ORD-529110,Size Issue,55810.48,Approved
RET-13840,ORD-529111,Wrong Item,2577.15,Pending
RET-13841,ORD-529113,Wrong Item,1305.61,Approved
RET-13842,ORD-529114,Size Issue,61346.89,Pending
RET-13843,ORD-529116,Customer Dissatisfaction,63858.56,Approved
RET-13844,ORD-529121,Size Issue,15558.68,Approved
RET-13845,ORD-529155,Size Issue,2756.78,Approved
RET-13846,ORD-529158,Size Issue,2923.51,Approved
RET-13847,ORD-529159,Defective Product,30602.65,Approved
RET-13848,ORD-529163,Customer Dissatisfaction,2005.2,Pending
RET-13849,ORD-529164,Customer Dissatisfaction,5037.2,Approved
RET-13850,ORD-529174,Late Delivery,17939.27,Approved
RET-13851,ORD-529184,Size Issue,2780.39,Pending
RET-13852,ORD-529186,Wrong Item,9061.27,Pending
RET-13853,ORD-529188,Damaged in Transit,3300.96,Approved
RET-13854,ORD-529191,Late Delivery,13671.14,Approved
RET-13855,ORD-529196,Size Issue,4035.93,Approved
RET-13856,ORD-529198,Wrong Item,1897.59,Approved
RET-13857,ORD-529199,Defective Product,47022.9,Approved
RET-13858,ORD-529214,Damaged in Transit,142387.55,Approved
RET-13859,ORD-529222,Wrong Item,137142.42,Approved
RET-13860,ORD-529225,Damaged in Transit,25170.24,Approved
RET-13861,ORD-529232,Wrong Item,112964.08,Approved
RET-13862,ORD-529243,Damaged in Transit,169781.48,Approved
RET-13863,ORD-529253,Customer Dissatisfaction,5415.92,Approved
RET-13864,ORD-529253,Size Issue,3129.28,Pending
RET-13865,ORD-529257,Late Delivery,0.0,Rejected
RET-13866,ORD-529274,Damaged in Transit,11724.47,Approved
RET-13867,ORD-529278,Customer Dissatisfaction,11289.16,Approved
RET-13868,ORD-529279,Defective Product,86284.81,Approved
RET-13869,ORD-529282,Late Delivery,95270.12,Approved
RET-13870,ORD-529301,Late Delivery,67264.34,Approved
RET-13871,ORD-529310,Customer Dissatisfaction,1226.71,Pending
RET-13872,ORD-529316,Late Delivery,220.17,Approved
RET-13873,ORD-529337,Defective Product,0.0,Rejected
RET-13874,ORD-529346,Wrong Item,0.0,Rejected
RET-13875,ORD-529363,Late Delivery,0.0,Rejected
RET-13876,ORD-529368,Defective Product,12097.32,Approved
RET-13877,ORD-529372,Size Issue,103883.52,Approved
RET-13878,ORD-529383,Defective Product,45676.28,Approved
RET-13879,ORD-529386,Customer Dissatisfaction,41512.46,Approved
RET-13880,ORD-529393,Size Issue,0.0,Rejected
RET-13881,ORD-529402,Late Delivery,9609.12,Approved
RET-13882,ORD-529404,Late Delivery,38108.01,Pending
RET-13883,ORD-529407,Damaged in Transit,1733.39,Pending
RET-13884,ORD-529409,Defective Product,5204.94,Approved
RET-13885,ORD-529425,Damaged in Transit,12343.9,Approved
RET-13886,ORD-529463,Wrong Item,173131.83,Approved
RET-13887,ORD-529476,Wrong Item,21008.51,Approved
RET-13888,ORD-529478,Late Delivery,3166.66,Pending
RET-13889,ORD-529482,Wrong Item,292.18,Pending
RET-13890,ORD-529486,Customer Dissatisfaction,3073.29,Approved
RET-13891,ORD-529490,Size Issue,4832.71,Approved
RET-13892,ORD-529497,Wrong Item,7698.12,Approved
RET-13893,ORD-529502,Wrong Item,0.0,Rejected
RET-13894,ORD-529515,Customer Dissatisfaction,105300.19,Approved
RET-13895,ORD-529535,Late Delivery,64615.11,Approved
RET-13896,ORD-529545,Wrong Item,178013.65,Approved
RET-13897,ORD-529550,Size Issue,19480.69,Pending
RET-13898,ORD-529558,Defective Product,20246.2,Approved
RET-13899,ORD-529561,Wrong Item,22910.77,Pending
RET-13900,ORD-529562,Damaged in Transit,0.0,Rejected
RET-13901,ORD-529566,Late Delivery,278971.35,Approved
RET-13902,ORD-529569,Damaged in Transit,2210.36,Approved
RET-13903,ORD-529574,Customer Dissatisfaction,60485.51,Approved
RET-13904,ORD-529579,Size Issue,24188.27,Approved
RET-13905,ORD-529584,Defective Product,1082.23,Approved
RET-13906,ORD-529587,Damaged in Transit,17728.18,Approved
RET-13907,ORD-529594,Damaged in Transit,7459.61,Approved
RET-13908,ORD-529620,Customer Dissatisfaction,14368.68,Pending
RET-13909,ORD-529621,Customer Dissatisfaction,23994.75,Approved
RET-13910,ORD-529628,Size Issue,33282.47,Approved
RET-13911,ORD-529638,Customer Dissatisfaction,222673.34,Approved
RET-13912,ORD-529657,Damaged in Transit,7532.26,Approved
RET-13913,ORD-529657,Wrong Item,4902.12,Pending
RET-13914,ORD-529659,Damaged in Transit,6333.07,Approved
RET-13915,ORD-529662,Size Issue,154.58,Pending
RET-13916,ORD-529667,Size Issue,0.0,Rejected
RET-13917,ORD-529669,Damaged in Transit,119240.42,Approved
RET-13918,ORD-529673,Defective Product,0.0,Rejected
RET-13919,ORD-529683,Wrong Item,128128.06,Approved
RET-13920,ORD-529687,Damaged in Transit,292806.56,Approved
RET-13921,ORD-529693,Defective Product,2979.12,Approved
RET-13922,ORD-529695,Damaged in Transit,0.0,Rejected
RET-13923,ORD-529711,Customer Dissatisfaction,16381.39,Approved
RET-13924,ORD-529725,Damaged in Transit,12316.9,Approved
RET-13925,ORD-529736,Wrong Item,4366.58,Approved
RET-13926,ORD-529736,Wrong Item,4553.41,Approved
RET-13927,ORD-529742,Size Issue,177875.11,Approved
RET-13928,ORD-529746,Size Issue,156353.7,Approved
RET-13929,ORD-529757,Customer Dissatisfaction,125237.68,Approved
RET-13930,ORD-529764,Defective Product,242523.35,Approved
RET-13931,ORD-529765,Customer Dissatisfaction,68105.21,Approved
RET-13932,ORD-529769,Defective Product,7753.01,Approved
RET-13933,ORD-529774,Size Issue,7363.91,Approved
RET-13934,ORD-529777,Late Delivery,633.55,Approved
RET-13935,ORD-529779,Damaged in Transit,188143.44,Approved
RET-13936,ORD-529788,Damaged in Transit,4182.2,Approved
RET-13937,ORD-529804,Late Delivery,4682.65,Pending
RET-13938,ORD-529807,Wrong Item,2911.17,Approved
RET-13939,ORD-529817,Wrong Item,18035.26,Approved
RET-13940,ORD-529828,Damaged in Transit,710.69,Approved
RET-13941,ORD-529839,Defective Product,44330.18,Approved
RET-13942,ORD-529846,Damaged in Transit,0.0,Rejected
RET-13943,ORD-529847,Size Issue,8938.85,Approved
RET-13944,ORD-529878,Customer Dissatisfaction,37617.75,Pending
RET-13945,ORD-529885,Defective Product,1807.92,Approved
RET-13946,ORD-529897,Customer Dissatisfaction,10886.76,Approved
RET-13947,ORD-529917,Late Delivery,7791.1,Approved
RET-13948,ORD-529918,Late Delivery,14630.84,Approved
RET-13949,ORD-529923,Customer Dissatisfaction,2798.05,Pending
RET-13950,ORD-529935,Wrong Item,54818.21,Approved
RET-13951,ORD-529939,Defective Product,271591.63,Approved
RET-13952,ORD-529967,Customer Dissatisfaction,0.0,Rejected
RET-13953,ORD-529971,Size Issue,13603.44,Approved
RET-13954,ORD-529975,Customer Dissatisfaction,7693.07,Pending
RET-13955,ORD-529983,Defective Product,46621.25,Approved
RET-13956,ORD-529996,Size Issue,0.0,Rejected
RET-13957,ORD-530004,Damaged in Transit,0.0,Rejected
RET-13958,ORD-530011,Defective Product,0.0,Rejected
RET-13959,ORD-530012,Wrong Item,1288.65,Approved
RET-13960,ORD-530014,Damaged in Transit,2529.59,Approved
RET-13961,ORD-530046,Late Delivery,50092.09,Approved
RET-13962,ORD-530054,Wrong Item,36167.21,Approved
RET-13963,ORD-530061,Defective Product,31358.66,Approved
RET-13964,ORD-530080,Wrong Item,0.0,Rejected
RET-13965,ORD-530101,Late Delivery,11576.74,Approved
RET-13966,ORD-530110,Size Issue,0.0,Rejected
RET-13967,ORD-530113,Late Delivery,52603.3,Approved
RET-13968,ORD-530121,Defective Product,63157.64,Approved
RET-13969,ORD-530125,Damaged in Transit,158189.65,Approved
RET-13970,ORD-530133,Late Delivery,5494.06,Approved
RET-13971,ORD-530149,Size Issue,48147.06,Approved
RET-13972,ORD-530156,Late Delivery,102672.81,Approved
RET-13973,ORD-530158,Wrong Item,4294.1,Pending
RET-13974,ORD-530169,Damaged in Transit,104568.18,Approved
RET-13975,ORD-530175,Defective Product,67340.88,Pending
RET-13976,ORD-530182,Wrong Item,23608.9,Approved
RET-13977,ORD-530183,Damaged in Transit,2921.95,Approved
RET-13978,ORD-530195,Size Issue,8006.62,Approved
RET-13979,ORD-530198,Late Delivery,2211.0,Approved
RET-13980,ORD-530200,Damaged in Transit,4825.41,Approved
RET-13981,ORD-530206,Late Delivery,0.0,Rejected
RET-13982,ORD-530214,Size Issue,10909.64,Approved
RET-13983,ORD-530219,Size Issue,2743.48,Pending
RET-13984,ORD-530238,Damaged in Transit,84952.29,Approved
RET-13985,ORD-530249,Size Issue,1547.26,Approved
RET-13986,ORD-530251,Damaged in Transit,3194.11,Approved
RET-13987,ORD-530252,Size Issue,109404.41,Pending
RET-13988,ORD-530264,Size Issue,24783.22,Approved
RET-13989,ORD-530280,Late Delivery,60878.11,Approved
RET-13990,ORD-530287,Damaged in Transit,0.0,Rejected
RET-13991,ORD-530289,Wrong Item,1977.58,Approved
RET-13992,ORD-530290,Wrong Item,742.91,Pending
RET-13993,ORD-530305,Customer Dissatisfaction,3166.72,Approved
RET-13994,ORD-530314,Customer Dissatisfaction,0.0,Rejected
RET-13995,ORD-530328,Wrong Item,27429.68,Pending
RET-13996,ORD-530338,Size Issue,34060.3,Approved
RET-13997,ORD-530353,Size Issue,2363.68,Approved
RET-13998,ORD-530364,Late Delivery,19731.52,Approved
RET-13999,ORD-530366,Wrong Item,79386.5,Approved
RET-14000,ORD-530372,Damaged in Transit,83046.79,Approved
RET-14001,ORD-530378,Customer Dissatisfaction,50520.73,Approved
RET-14002,ORD-530379,Damaged in Transit,3196.42,Approved
RET-14003,ORD-530382,Late Delivery,8127.85,Pending
RET-14004,ORD-530388,Size Issue,11850.55,Approved
RET-14005,ORD-530401,Defective Product,108317.06,Approved
RET-14006,ORD-530408,Defective Product,1051.42,Pending
RET-14007,ORD-530413,Customer Dissatisfaction,6304.16,Approved
RET-14008,ORD-530426,Size Issue,12397.5,Approved
RET-14009,ORD-530428,Defective Product,108722.29,Approved
RET-14010,ORD-530450,Late Delivery,102479.73,Approved
RET-14011,ORD-530454,Customer Dissatisfaction,16858.41,Approved
RET-14012,ORD-530463,Wrong Item,28228.98,Approved
RET-14013,ORD-530464,Damaged in Transit,26621.3,Pending
RET-14014,ORD-530475,Damaged in Transit,81575.83,Approved
RET-14015,ORD-530491,Damaged in Transit,6954.16,Approved
RET-14016,ORD-530502,Defective Product,23186.65,Approved
RET-14017,ORD-530503,Customer Dissatisfaction,29105.62,Approved
RET-14018,ORD-530507,Damaged in Transit,9747.14,Pending
RET-14019,ORD-530512,Size Issue,878.81,Approved
RET-14020,ORD-530514,Size Issue,14495.49,Approved
RET-14021,ORD-530525,Size Issue,14346.39,Approved
RET-14022,ORD-530547,Late Delivery,4847.7,Approved
RET-14023,ORD-530553,Wrong Item,36254.06,Approved
RET-14024,ORD-530559,Defective Product,28764.44,Approved
RET-14025,ORD-530567,Damaged in Transit,99813.38,Approved
RET-14026,ORD-530575,Wrong Item,20199.23,Approved
RET-14027,ORD-530576,Damaged in Transit,25037.69,Approved
RET-14028,ORD-530581,Size Issue,14567.16,Pending
RET-14029,ORD-530590,Damaged in Transit,0.0,Rejected
RET-14030,ORD-530601,Defective Product,78705.71,Approved
RET-14031,ORD-530606,Size Issue,5866.22,Pending
RET-14032,ORD-530607,Damaged in Transit,12524.91,Approved
RET-14033,ORD-530615,Late Delivery,1939.94,Approved
RET-14034,ORD-530625,Late Delivery,11432.18,Pending
RET-14035,ORD-530636,Wrong Item,26486.41,Approved
RET-14036,ORD-530669,Defective Product,286159.33,Approved
RET-14037,ORD-530671,Damaged in Transit,541.11,Pending
RET-14038,ORD-530681,Defective Product,29970.87,Approved
RET-14039,ORD-530710,Late Delivery,33015.39,Approved
RET-14040,ORD-530717,Wrong Item,199357.71,Approved
RET-14041,ORD-530719,Size Issue,0.0,Rejected
RET-14042,ORD-530724,Defective Product,2905.83,Pending
RET-14043,ORD-530731,Late Delivery,0.0,Rejected
RET-14044,ORD-530733,Wrong Item,2522.68,Pending
RET-14045,ORD-530736,Late Delivery,0.0,Rejected
RET-14046,ORD-530757,Wrong Item,23416.47,Pending
RET-14047,ORD-530758,Wrong Item,28897.29,Approved
RET-14048,ORD-530765,Wrong Item,9042.78,Pending
RET-14049,ORD-530776,Damaged in Transit,13067.09,Approved
RET-14050,ORD-530789,Size Issue,17719.27,Approved
RET-14051,ORD-530790,Customer Dissatisfaction,0.0,Rejected
RET-14052,ORD-530808,Customer Dissatisfaction,88798.24,Pending
RET-14053,ORD-530815,Size Issue,8464.14,Approved
RET-14054,ORD-530821,Defective Product,38402.36,Approved
RET-14055,ORD-530831,Wrong Item,194176.34,Approved
RET-14056,ORD-530833,Late Delivery,0.0,Rejected
RET-14057,ORD-530836,Size Issue,115146.4,Approved
RET-14058,ORD-530859,Size Issue,62580.6,Pending
RET-14059,ORD-530866,Damaged in Transit,3428.85,Approved
RET-14060,ORD-530869,Size Issue,22057.99,Approved
RET-14061,ORD-530874,Damaged in Transit,21609.25,Approved
RET-14062,ORD-530881,Defective Product,112950.16,Approved
RET-14063,ORD-530892,Defective Product,175411.13,Approved
RET-14064,ORD-530899,Size Issue,44153.09,Pending
RET-14065,ORD-530917,Defective Product,0.0,Rejected
RET-14066,ORD-530939,,4417.05,Approved
RET-14067,ORD-530941,Wrong Item,15045.78,Pending
RET-14068,ORD-530942,Size Issue,99211.52,Approved
RET-14069,ORD-530943,Damaged in Transit,24686.39,Pending
RET-14070,ORD-530955,Damaged in Transit,95179.24,Pending
RET-14071,ORD-530976,Defective Product,1742.77,Approved
RET-14072,ORD-530983,Customer Dissatisfaction,447.33,Pending
RET-14073,ORD-530994,Damaged in Transit,0.0,Rejected
RET-14074,ORD-531006,Defective Product,0.0,Rejected
RET-14075,ORD-531007,Size Issue,26291.84,Approved
RET-14076,ORD-531014,Late Delivery,13779.48,Approved
RET-14077,ORD-531021,Wrong Item,182979.77,Approved
RET-14078,ORD-531030,Customer Dissatisfaction,53872.31,Approved
RET-14079,ORD-531031,Wrong Item,20681.13,Approved
RET-14080,ORD-531053,Late Delivery,1297.98,Approved
RET-14081,ORD-531059,Late Delivery,14595.41,Approved
RET-14082,ORD-531060,Defective Product,410387.98,Approved
RET-14083,ORD-531067,Wrong Item,17081.94,Pending
RET-14084,ORD-531068,Defective Product,205004.38,Approved
RET-14085,ORD-531074,Customer Dissatisfaction,13647.27,Approved
RET-14086,ORD-531076,Damaged in Transit,0.0,Rejected
RET-14087,ORD-531092,Damaged in Transit,141845.31,Approved
RET-14088,ORD-531106,Customer Dissatisfaction,45576.9,Approved
RET-14089,ORD-531109,Customer Dissatisfaction,16421.87,Approved
RET-14090,ORD-531129,Defective Product,0.0,Rejected
RET-14091,ORD-531142,Size Issue,995.55,Approved
RET-14092,ORD-531149,Size Issue,18239.52,Pending
RET-14093,ORD-531156,Damaged in Transit,14137.74,Approved
RET-14094,ORD-531163,Defective Product,13365.67,Pending
RET-14095,ORD-531169,Customer Dissatisfaction,0.0,Rejected
RET-14096,ORD-531171,Customer Dissatisfaction,56203.43,Approved
RET-14097,ORD-531193,Defective Product,14358.27,Pending
RET-14098,ORD-531198,Defective Product,6175.4,Approved
RET-14099,ORD-531218,Size Issue,0.0,Rejected
RET-14100,ORD-531226,Size Issue,68314.06,Approved
RET-14101,ORD-531227,Wrong Item,0.0,Rejected
RET-14102,ORD-531243,Defective Product,5642.2,Approved
RET-14103,ORD-531246,Customer Dissatisfaction,35155.33,Approved
RET-14104,ORD-531254,Size Issue,662.84,Approved
RET-14105,ORD-531267,Defective Product,0.0,Rejected
RET-14106,ORD-531267,Late Delivery,4253.87,Approved
RET-14107,ORD-531278,Damaged in Transit,40328.47,Approved
RET-14108,ORD-531286,Late Delivery,66651.02,Approved
RET-14109,ORD-531289,Size Issue,6144.87,Approved
RET-14110,ORD-531296,Customer Dissatisfaction,13099.95,Approved
RET-14111,ORD-531297,Defective Product,3744.1,Approved
RET-14112,ORD-531304,,33773.99,Approved
RET-14113,ORD-531320,Late Delivery,0.0,Rejected
RET-14114,ORD-531321,Late Delivery,3868.03,Approved
RET-14115,ORD-531322,Late Delivery,9468.73,Pending
RET-14116,ORD-531327,Customer Dissatisfaction,16525.51,Approved
RET-14117,ORD-531331,Damaged in Transit,15482.62,Approved
RET-14118,ORD-531335,Customer Dissatisfaction,294100.77,Approved
RET-14119,ORD-531344,Damaged in Transit,1588.69,Approved
RET-14120,ORD-531357,Late Delivery,2253.84,Approved
RET-14121,ORD-531369,Customer Dissatisfaction,0.0,Rejected
RET-14122,ORD-531370,Damaged in Transit,65116.15,Approved
RET-14123,ORD-531376,Wrong Item,280381.54,Approved
RET-14124,ORD-531396,Damaged in Transit,19281.4,Approved
RET-14125,ORD-531410,Customer Dissatisfaction,0.0,Rejected
RET-14126,ORD-531414,Customer Dissatisfaction,27610.45,Approved
RET-14127,ORD-531418,Defective Product,0.0,Rejected
RET-14128,ORD-531435,Late Delivery,81376.05,Approved
RET-14129,ORD-531471,Damaged in Transit,13581.94,Approved
RET-14130,ORD-531491,Customer Dissatisfaction,16853.71,Approved
RET-14131,ORD-531506,Defective Product,1979.6,Approved
RET-14132,ORD-531522,Customer Dissatisfaction,88356.88,Approved
RET-14133,ORD-531525,Defective Product,11868.59,Approved
RET-14134,ORD-531549,Defective Product,1919.45,Approved
RET-14135,ORD-531552,Customer Dissatisfaction,2157.29,Approved
RET-14136,ORD-531553,Wrong Item,143962.83,Approved
RET-14137,ORD-531565,Wrong Item,19790.18,Approved
RET-14138,ORD-531568,Defective Product,0.0,Rejected
RET-14139,ORD-531586,Customer Dissatisfaction,9332.1,Approved
RET-14140,ORD-531606,Size Issue,193735.07,Approved
RET-14141,ORD-531612,Size Issue,20757.34,Approved
RET-14142,ORD-531633,Size Issue,530611.46,Approved
RET-14143,ORD-531634,Defective Product,323155.58,Approved
RET-14144,ORD-531639,Damaged in Transit,793.51,Approved
RET-14145,ORD-531644,Late Delivery,17296.23,Pending
RET-14146,ORD-531645,Defective Product,0.0,Rejected
RET-14147,ORD-531647,Wrong Item,5521.73,Approved
RET-14148,ORD-531670,Damaged in Transit,428.78,Pending
RET-14149,ORD-531673,Size Issue,687.27,Approved
RET-14150,ORD-531674,Size Issue,20479.35,Pending
RET-14151,ORD-531679,Defective Product,482.27,Approved
RET-14152,ORD-531707,Wrong Item,16181.91,Approved
RET-14153,ORD-531716,Size Issue,825.34,Approved
RET-14154,ORD-531718,Damaged in Transit,6275.87,Approved
RET-14155,ORD-531721,Defective Product,7260.92,Approved
RET-14156,ORD-531737,Customer Dissatisfaction,2474.11,Approved
RET-14157,ORD-531754,Wrong Item,16337.19,Approved
RET-14158,ORD-531771,Damaged in Transit,0.0,Rejected
RET-14159,ORD-531772,Defective Product,5087.66,Pending
RET-14160,ORD-531781,Damaged in Transit,25830.96,Pending
RET-14161,ORD-531784,Customer Dissatisfaction,40307.16,Approved
RET-14162,ORD-531789,Customer Dissatisfaction,64885.99,Approved
RET-14163,ORD-531790,Damaged in Transit,14780.78,Approved
RET-14164,ORD-531801,Wrong Item,18799.43,Approved
RET-14165,ORD-531804,Damaged in Transit,23849.72,Approved
RET-14166,ORD-531805,Damaged in Transit,17056.3,Approved
RET-14167,ORD-531815,Wrong Item,0.0,Rejected
RET-14168,ORD-531817,Damaged in Transit,22324.17,Approved
RET-14169,ORD-531818,Customer Dissatisfaction,2344.94,Approved
RET-14170,ORD-531826,Wrong Item,11321.47,Pending
RET-14171,ORD-531843,Customer Dissatisfaction,74318.54,Approved
RET-14172,ORD-531856,Size Issue,2147.69,Approved
RET-14173,ORD-531871,Defective Product,6701.81,Approved
RET-14174,ORD-531874,Damaged in Transit,122324.0,Approved
RET-14175,ORD-531885,Defective Product,12232.64,Approved
RET-14176,ORD-531895,Damaged in Transit,93683.02,Approved
RET-14177,ORD-531896,Late Delivery,21114.85,Approved
RET-14178,ORD-531904,Customer Dissatisfaction,6565.27,Approved
RET-14179,ORD-531922,Wrong Item,0.0,Rejected
RET-14180,ORD-531939,Late Delivery,0.0,Rejected
RET-14181,ORD-531950,Late Delivery,10638.39,Approved
RET-14182,ORD-531955,Defective Product,1173.56,Pending
RET-14183,ORD-531956,Size Issue,373.74,Approved
RET-14184,ORD-531960,Defective Product,1858.77,Approved
RET-14185,ORD-531961,Customer Dissatisfaction,52760.34,Approved
RET-14186,ORD-531962,Defective Product,21145.84,Approved
RET-14187,ORD-531969,Wrong Item,8127.94,Approved
RET-14188,ORD-531974,Customer Dissatisfaction,36963.84,Pending
RET-14189,ORD-531991,Wrong Item,87018.23,Approved
RET-14190,ORD-532003,Damaged in Transit,5669.71,Approved
RET-14191,ORD-532032,Damaged in Transit,2348.14,Approved
RET-14192,ORD-532041,Customer Dissatisfaction,59491.95,Approved
RET-14193,ORD-532043,Wrong Item,16387.13,Approved
RET-14194,ORD-532047,Damaged in Transit,1257.7,Pending
RET-14195,ORD-532049,Size Issue,26077.0,Approved
RET-14196,ORD-532052,Wrong Item,4324.91,Pending
RET-14197,ORD-532060,Late Delivery,17486.89,Approved
RET-14198,ORD-532066,Wrong Item,17713.97,Approved
RET-14199,ORD-532087,Size Issue,0.0,Rejected
RET-14200,ORD-532096,Late Delivery,5669.99,Approved
RET-14201,ORD-532103,Customer Dissatisfaction,4025.54,Pending
RET-14202,ORD-532105,Size Issue,193254.87,Approved
RET-14203,ORD-532106,Defective Product,1180.97,Pending
RET-14204,ORD-532108,Wrong Item,202581.34,Approved
RET-14205,ORD-532110,Size Issue,971.47,Approved
RET-14206,ORD-532120,Wrong Item,7223.16,Pending
RET-14207,ORD-532135,Damaged in Transit,3960.2,Pending
RET-14208,ORD-532139,Late Delivery,232068.92,Approved
RET-14209,ORD-532149,Size Issue,5748.89,Approved
RET-14210,ORD-532155,Defective Product,132116.71,Approved
RET-14211,ORD-532165,Wrong Item,13615.2,Approved
RET-14212,ORD-532167,Wrong Item,90125.03,Approved
RET-14213,ORD-532172,Late Delivery,5983.95,Approved
RET-14214,ORD-532173,Late Delivery,9842.96,Approved
RET-14215,ORD-532175,Wrong Item,0.0,Rejected
RET-14216,ORD-532185,Size Issue,29943.74,Pending
RET-14217,ORD-532193,Wrong Item,44846.52,Pending
RET-14218,ORD-532194,Defective Product,9121.8,Approved
RET-14219,ORD-532197,Late Delivery,0.0,Rejected
RET-14220,ORD-532205,Wrong Item,15817.85,Approved
RET-14221,ORD-532218,Damaged in Transit,14518.84,Approved
RET-14222,ORD-532221,Late Delivery,4008.88,Approved
RET-14223,ORD-532226,Late Delivery,7080.68,Approved
RET-14224,ORD-532263,Customer Dissatisfaction,158413.35,Approved
RET-14225,ORD-532274,Late Delivery,522.95,Approved
RET-14226,ORD-532276,Late Delivery,0.0,Rejected
RET-14227,ORD-532277,Damaged in Transit,2600.56,Approved
RET-14228,ORD-532280,Wrong Item,32314.87,Approved
RET-14229,ORD-532293,Damaged in Transit,8962.42,Approved
RET-14230,ORD-532294,,17793.0,Approved
RET-14231,ORD-532298,Wrong Item,6240.34,Approved
RET-14232,ORD-532311,Defective Product,11305.08,Approved
RET-14233,ORD-532314,Size Issue,0.0,Rejected
RET-14234,ORD-532326,Defective Product,20939.38,Approved
RET-14235,ORD-532327,Damaged in Transit,0.0,Rejected
RET-14236,ORD-532338,Customer Dissatisfaction,2959.99,Approved
RET-14237,ORD-532344,Late Delivery,5281.73,Approved
RET-14238,ORD-532346,Damaged in Transit,5560.23,Approved
RET-14239,ORD-532355,Defective Product,170616.44,Approved
RET-14240,ORD-532384,Damaged in Transit,2601.75,Pending
RET-14241,ORD-532387,Size Issue,50945.86,Approved
RET-14242,ORD-532392,Size Issue,0.0,Rejected
RET-14243,ORD-532403,Defective Product,2901.05,Approved
RET-14244,ORD-532404,Customer Dissatisfaction,66176.4,Approved
RET-14245,ORD-532418,Damaged in Transit,7937.74,Pending
RET-14246,ORD-532419,Defective Product,50672.87,Approved
RET-14247,ORD-532439,Damaged in Transit,7294.93,Approved
RET-14248,ORD-532444,Late Delivery,9049.66,Approved
RET-14249,ORD-532447,Defective Product,30778.35,Approved
RET-14250,ORD-532450,Late Delivery,12152.71,Approved
RET-14251,ORD-532451,Damaged in Transit,2109.02,Approved
RET-14252,ORD-532452,Customer Dissatisfaction,9019.91,Approved
RET-14253,ORD-532457,Defective Product,607.66,Approved
RET-14254,ORD-532460,Size Issue,8196.7,Approved
RET-14255,ORD-532484,Customer Dissatisfaction,9735.33,Pending
RET-14256,ORD-532489,Late Delivery,10968.04,Approved
RET-14257,ORD-532491,Customer Dissatisfaction,3309.12,Approved
