Product_ID,Product_Name,Category,Sub_Category,Supplier,Manufacturing_Cost,Retail_Price
PRD-10615,Snacks Pack 291,Grocery,Packaged Food,PrimeGrocers Ltd,1968.28,2099.84
PRD-10616,Smart Camera 385,Electronics,Smart Devices,TechCore India,72057.44,77814.4
PRD-10617,Hoodie 826,Fashion,Men Clothing,FashionNest Apparel,1222.9,1664.24
PRD-10618,Jacket 602,Fashion,Men Clothing,TrendHive India,3328.0,4922.06
PRD-10619,Gaming Mouse 633,Electronics,Accessories,Nova Imports,69826.87,71223.41
PRD-10620,Inkjet Printer 326,Office Supplies,Printers,OfficePro India,9685.11,11497.24
PRD-10621,Sneakers 870,Fashion,Footwear,FashionNest Apparel,4369.39,7086.32
PRD-10622,File Organizer 784,Office Supplies,Storage Items,OfficePro India,7732.13,10198.34
PRD-10623,Vase 140,Home Decor,Decorative Items,CraftEdge Home,15292.17,22466.91
PRD-10624,Smart Hub 841,Electronics,Smart Devices,ElectroHub Supply,14843.37,15648.3
PRD-10625,Wireless Earbuds 403,Fashion,Accessories,FashionNest Apparel,4620.07,7234.23
PRD-10626,Notebook 891,Office Supplies,Stationery,,7985.72,9952.64
PRD-10627,ThinkEdge 955,Electronics,Laptops,Nova Imports,13798.11,14712.57
PRD-10628,Canvas Art 864,Home Decor,Wall Art,CraftEdge Home,13805.64,13115.36
PRD-10629,XPhone 282,Electronics,Mobile Phones,TechCore India,20039.35,22321.98
PRD-10630,Cabinet 561,Furniture,Storage,WoodCraft India,5082.03,6689.96
PRD-10631,Smart Hub 106,Electronics,Smart Devices,TechCore India,25174.51,29043.4
PRD-10632,Notebook 466,Office Supplies,Stationery,Corporate Essentials,3172.58,3937.31
PRD-10633,Canvas Art 388,Home Decor,Wall Art,CraftEdge Home,528.92,674.56
PRD-10634,LED Lamp 646,Home Decor,Lighting,Aura Living,8032.12,11389.37
PRD-10635,Laser Printer 405,Office Supplies,Printers,Corporate Essentials,6040.2,7298.57
PRD-10636,Vase 666,Home Decor,Decorative Items,Aura Living,13991.14,21700.86
PRD-10637,File Organizer 412,Office Supplies,Storage Items,Stationery Hub,7820.52,9055.57
PRD-10638,Abstract Painting 761,Home Decor,Wall Art,DecorNova,9765.99,12566.15
PRD-10639,Laser Printer 285,Office Supplies,Printers,OfficePro India,2496.25,3363.28
PRD-10640,Smart Camera 787,Electronics,Smart Devices,TechCore India,15687.17,16000.91
PRD-10641,Juice 787,Grocery,Beverages,DailyNeeds Supply,1243.95,1359.91
PRD-10642,Pen Set 597,Office Supplies,Stationery,OfficePro India,5640.52,6497.62
PRD-10643,Top 927,Fashion,Women Clothing,TrendHive India,1767.01,2705.64
PRD-10644,Gaming Mouse 829,Electronics,Accessories,Nova Imports,11589.99,12697.78
PRD-10645,Cabinet 556,Furniture,Storage,WoodCraft India,3593.75,4368.98
PRD-10646,Marker Kit 721,Office Supplies,Stationery,OfficePro India,4029.54,4740.93
PRD-10647,Coffee Table 741,Furniture,Tables,WoodCraft India,29241.96,39122.61
PRD-10648,Nova 137,Electronics,Mobile Phones,ByteKart Technologies,65044.0,69988.61
PRD-10649,Cleaner 501,Grocery,Household Essentials,FreshKart Distributors,351.62,365.48
PRD-10650,Abstract Painting 613,Home Decor,Wall Art,DecorNova,12837.68,19221.43
PRD-10651,Wall Light 269,Home Decor,Lighting,CraftEdge Home,922.25,1455.01
PRD-10652,File Organizer 853,Office Supplies,Storage Items,Corporate Essentials,614.52,773.23
PRD-10653,PowerLite 164,Electronics,Laptops,ByteKart Technologies,58179.54,67675.95
PRD-10654,Inkjet Printer 565,Office Supplies,Printers,Stationery Hub,7169.46,9394.47
PRD-10655,Abstract Painting 954,Home Decor,Wall Art,DecorNova,6987.17,10726.63
PRD-10656,Cleaner 701,Grocery,Household Essentials,DailyNeeds Supply,178.63,198.37
PRD-10657,Laser Printer 628,Office Supplies,Printers,Stationery Hub,5521.16,7251.82
PRD-10658,Wireless Earbuds 613,Fashion,Accessories,FashionNest Apparel,2371.13,3735.13
PRD-10659,Gaming Chair 387,Furniture,Chairs,UrbanSpace Furniture,27267.33,36710.49
PRD-10660,Jeans 524,Fashion,Men Clothing,TrendHive India,591.82,811.46
PRD-10661,Cleaner 315,Grocery,Household Essentials,DailyNeeds Supply,509.26,531.85
PRD-10662,Snacks Pack 230,Grocery,Packaged Food,FreshKart Distributors,1746.13,1832.96
PRD-10663,Vase 157,Home Decor,Decorative Items,DecorNova,19524.55,26707.9
PRD-10664,Tissue Pack 119,Grocery,Household Essentials,PrimeGrocers Ltd,380.59,419.06
PRD-10665,Hoodie 721,Fashion,Men Clothing,UrbanStyle Wholesale,3361.8,5124.62
PRD-10666,Coffee Table 246,Furniture,Tables,WoodCraft India,28657.45,38511.04
PRD-10667,Bookshelf 802,Furniture,Storage,Elite Furnishings,12965.83,18142.66
PRD-10668,Pen Set 494,Office Supplies,Stationery,OfficePro India,9750.45,12481.21
PRD-10669,Storage Box 946,Office Supplies,Storage Items,Corporate Essentials,2075.47,2669.15
PRD-10670,Detergent 998,Grocery,Household Essentials,PrimeGrocers Ltd,162.95,168.29
PRD-10671,Nova 717,Electronics,Mobile Phones,ByteKart Technologies,24326.22,23109.91
PRD-10672,Decor Sculpture 479,Home Decor,Decorative Items,Aura Living,17404.97,26185.94
PRD-10673,Energy Drink 923,Grocery,Beverages,DailyNeeds Supply,1490.56,1592.36
PRD-10674,Decor Sculpture 237,Home Decor,Decorative Items,DecorNova,7114.92,9817.62
PRD-10675,Keyboard 293,Electronics,Accessories,,79073.72,80655.19
PRD-10676,Notebook 484,Office Supplies,Stationery,Corporate Essentials,8683.61,10991.15
PRD-10677,Wireless Earbuds 258,Fashion,Accessories,FashionNest Apparel,2305.35,3697.41
PRD-10678,Keyboard 726,Fashion,Accessories,TrendHive India,2536.01,4198.87
PRD-10679,Recliner 594,Furniture,Sofas,UrbanSpace Furniture,45233.69,58095.63
PRD-10680,Energy Drink 452,Grocery,Beverages,DailyNeeds Supply,568.12,615.45
PRD-10681,Executive Chair 557,Furniture,Chairs,UrbanSpace Furniture,45793.44,56881.52
PRD-10682,ZenPro 920,Electronics,Laptops,ByteKart Technologies,51722.49,58555.18
PRD-10683,Luxury Sofa 923,Furniture,Sofas,UrbanSpace Furniture,37189.43,45605.9
PRD-10684,Laser Printer 369,Office Supplies,Printers,OfficePro India,7186.67,9571.25
PRD-10685,Smart Hub 771,Electronics,Smart Devices,ByteKart Technologies,18476.23,19970.6
PRD-10686,Luxury Sofa 306,Furniture,Sofas,WoodCraft India,48626.96,60112.42
PRD-10687,Laser Printer 902,Office Supplies,Printers,OfficePro India,8558.41,10684.79
PRD-10688,Dining Table 468,Furniture,Tables,,13867.09,19055.46
PRD-10689,Office Chair 461,Furniture,Chairs,WoodCraft India,23374.65,30456.32
PRD-10690,Gaming Chair 170,Furniture,Chairs,UrbanSpace Furniture,19243.2,25373.89
PRD-10691,Decor Sculpture 455,Home Decor,Decorative Items,CraftEdge Home,3521.42,4883.78
PRD-10692,Recliner 104,Furniture,Sofas,WoodCraft India,48531.79,60743.68
PRD-10693,PixelMax 219,Electronics,Mobile Phones,ElectroHub Supply,54255.25,59261.64
PRD-10694,Inkjet Printer 486,Office Supplies,Printers,Corporate Essentials,7757.38,9124.03
PRD-10695,Charger 700,Fashion,Accessories,TrendHive India,4855.14,7325.56
PRD-10696,Jeans 793,Fashion,Men Clothing,FashionNest Apparel,1333.04,1833.89
PRD-10697,Energy Drink 109,Grocery,Beverages,PrimeGrocers Ltd,356.12,383.46
PRD-10698,Jacket 177,Fashion,Men Clothing,FashionNest Apparel,1817.62,2981.1
PRD-10699,Sandals 375,Fashion,Footwear,UrbanStyle Wholesale,2268.26,3259.6
PRD-10700,Luxury Sofa 340,Furniture,Sofas,UrbanSpace Furniture,31622.96,42417.63
PRD-10159,File Organizer 363,Office Supplies,Storage Items,Stationery Hub,4148.63,4914.71
PRD-10501,Keyboard 314,Fashion,Accessories,UrbanStyle Wholesale,1088.64,1676.14
PRD-10397,T-Shirt 123,Fashion,Men Clothing,TrendHive India,2628.27,4110.64
PRD-10156,Vase 742,Home Decor,Decorative Items,DecorNova,8947.74,11430.38
PRD-10322,File Organizer 677,Office Supplies,Storage Items,Stationery Hub,2193.34,2666.0
